ClientID,rank,Produit,proba
61,1,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (STEG),0.4715023000928093
61,2,POLICE A ALIMENTER(CORPS DE PECHE),0.1442487344091204
61,3,PACK DOMMAGE ET COLLISION,0.0631044294642048
62,1,INCENDIE RISQUES SIMPLE AMICALE,0.4205559232297223
62,2,SANTE ET PREVOYANCE,0.13514225754723297
62,3,OMNICANAL AUTOMOBILE PACK PERSONALISE,0.07131819550447731
63,1,SANTE ET PREVOYANCE,0.6398339651736974
63,2,ASSISTANCE DOMICILIAIRE,0.029456283891867302
63,3,ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON (AS),0.028737029730493743
64,1,SANTE ET PREVOYANCE,0.48019992900674785
64,2,AUTOMOBILE ASSURANCE FRONTIERE TEMPORAIRE,0.1206793887657229
64,3,MULTIRISQUES HABITATIONS  OCCUPANT AMICALE,0.07386992327702402
65,1,POLICE AU VOYAGE(CORPS DE PECHE),0.6489282942250763
65,2,TOUS RISQUES CHANTIER,0.07461083855186627
65,3,SANTE ET PREVOYANCE,0.022795226946085913
66,1,DHAMEN SFDGUI,0.4390319451879939
66,2,BRIS DE MACHINES,0.1355968250077099
66,3,SANTE ET PREVOYANCE,0.03654448967731893
67,1,ASSISTANCES VOYAGES SERGAZ,0.631271495209265
67,2,POLICE A ALIMENTER(FACULTE TERRESTRE),0.131725963445698
67,3,MULTIRISQUES INFORMATIQUES,0.051582909853436755
68,1,RC  AGRICULTURES,0.6641955948634065
68,2,AUTOMOBILE,0.05153468561323239
68,3,SANTE ET PREVOYANCE,0.021596303846430236
69,1,POLICE A ALIMENTER(FACULTE MARITIME),0.34036213339232496
69,2,TOUS RISQUES MONTAGE,0.13110896449446333
69,3,SANTE ET PREVOYANCE,0.04157058819450006
70,1,TEMPORAIRE DECES,0.5961145342822751
70,2,POLICE AU VOYAGE(CORPS DE TOUT NAVIRES),0.09623358162212595
70,3,SANTE ET PREVOYANCE,0.06520666018881074
71,1,MULTIRISQUES PROFESSIONNELLES CENTRALISE,0.400222718579292
71,2,OMNICANAL AUTOMOBILE PACK3,0.08199860179711993
71,3,AUTOMOBILE DOUANE,0.0513519462652388
72,1,SANTE ET PREVOYANCE,0.23792291068754065
72,2,AUTOMOBILE DOUANE,0.2200772872176378
72,3,RESPONSABILITE CIVILE,0.0989219956758085
73,1,SANTE ET PREVOYANCE,0.3614276687698673
73,2,POLICE ABONNEMENT(FACULTE AERIEN),0.07718926040237198
73,3,INCENDIE LOGEMENTS  B.H,0.06099173419290514
74,1,CARTES BANCAIRES,0.33951270047803944
74,2,BRIS DE MACHINES,0.2136758490555619
74,3,RESPONSABILITE DECENNALE,0.09304057341361197
75,1,INCENDIE AUTRES,0.4004260756713623
75,2,POLICE AU VOYAGE(FACULTE TERRESTRE),0.040288297975922704
75,3,SANTE ET PREVOYANCE,0.03974803858132107
76,1,MIXTE IMPURE A CARACTERE VIE 50 * 100 (AS),0.5481598053700183
76,2,TOUS RISQUES MONTAGE,0.09326551291566651
76,3,SANTE ET PREVOYANCE,0.03206546845525987
77,1,OMNICANAL AUTOMOBILE PACK PERSONALISE,0.2834166692498613
77,2,SANTE ET PREVOYANCE,0.15278033797398435
77,3,POLICE AU VOYAGE(CORPS DE PECHE),0.1066323779074715
78,1,MULTIRISQUES INFORMATIQUES,0.639582814977728
78,2,SANTE ET PREVOYANCE,0.0277664819835313
78,3,ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON+ (AS),0.016183640228163283
79,1,INCENDIE LOGEMENTS  BTE,0.4938444708352192
79,2,POLICE A ALIMENTER(FACULTE AERIEN),0.09362057630729916
79,3,TOUS RISQUES CHANTIER,0.06353366925770004
80,1,SANTE ET PREVOYANCE,0.41117216579085397
80,2,BRIS DE MACHINES,0.24075803268075474
80,3,POLICE ABONNEMENT(CORPS DE TOUT NAVIRES),0.029727614518580837
81,1,SANTE ET PREVOYANCE,0.30574273993127693
81,2,PACK DOMMAGE ET COLLISION,0.13860843747502002
81,3,POLICE AU VOYAGE(CORPS DE PLAISANCE),0.08265071441487985
82,1,OMNICANAL AUTOMOBILE PACK PERSONALISE,0.6793016080034396
82,2,BRIS DE MACHINES,0.07776988291686913
82,3,SANTE ET PREVOYANCE,0.053805420125570054
83,1,SANTE ET PREVOYANCE,0.5178544676565978
83,2,TOUS RISQUES CHANTIER,0.11433374471490325
83,3,MULTIRISQUES INFORMATIQUES,0.04815190617344181
84,1,ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON+ (AS),0.4379983601832293
84,2,AUTOMOBILE TUNISIE TELECOM,0.12648090150106728
84,3,SANTE ET PREVOYANCE,0.0388867253608946
85,1,TOUS RISQUES MONTAGE,0.312928806530978
85,2,SANTE ET PREVOYANCE,0.14472011389719003
85,3,INCENDIE RISQUES INDUSTRIEL,0.08813217452154506
86,1,SANTE ET PREVOYANCE,0.6447123884516441
86,2,MULTIRISQUES HABITATIONS NON OCCUPANT AMICALE,0.011258296571824256
86,3,BRIS DE MACHINES,0.007162796481912219
87,1,POLICE ABONNEMENT(CORPS DE CONSTRUCTION NAVAL),0.11675888882378177
87,2,MULTIRISQUES INFORMATIQUES,0.09955718933373216
87,3,RESPONSABILITE DECENNALE,0.062169824222979335
88,1,AUTOMOBILE,0.6626020106592
88,2,POLICE ABONNEMENT(CORPS DE PECHE),0.12001398950692667
88,3,BRIS DE MACHINES,0.057281071823133266
89,1,POLICE ABONNEMENT(CORPS DE PLAISANCE),0.508052188177223
89,2,OMNICANAL AUTOMOBILE PACK2,0.0733141611344517
89,3,OMNICANAL AUTOMOBILE PACK3,0.04565071457163884
90,1,POLICE ABONNEMENT(FACULTE AERIEN),0.714152031951455
90,2,SANTE ET PREVOYANCE,0.01899517096673465
90,3,POLICE AU VOYAGE(CORPS DE CONSTRUCTION NAVAL),0.015232214482558976
91,1,OMNICANAL AUTOMOBILE PACK3,0.7762173258229058
91,2,POLICE AU VOYAGE(CORPS DE TOUT NAVIRES),0.11807310721821207
91,3,SANTE ET PREVOYANCE,0.008002408411196937
92,1,PACK BASIC+,0.5559532411465364
92,2,SANTE ET PREVOYANCE,0.15508266324340622
92,3,INCENDIE RISQUES INDUSTRIEL,0.04925753444697163
93,1,TRANSPORT CORPS AVIATION,0.5762491373251579
93,2,SANTE ET PREVOYANCE,0.15045536629445902
93,3,RESPONSABILITE DECENNALE,0.042619197323185865
94,1,SANTE ET PREVOYANCE,0.2795480725772261
94,2,POLICE A ALIMENTER(CORPS DE CONSTRUCTION NAVAL),0.2115794772185907
94,3,AUTOMOBILE,0.09933956200515627
95,1,MULTIRISQUES HABITATIONS OCCUPANT (BH),0.6015296603328503
95,2,SANTE ET PREVOYANCE,0.1788956631385697
95,3,AUTOMOBILE ASSURANCE FRONTIERE TEMPORAIRE,0.07838389025521901
96,1,SANTE ET PREVOYANCE,0.19624305776552817
96,2,POLICE A ALIMENTER(CORPS DE PLAISANCE),0.07746464959765423
96,3,MULTIRISQUES HABITATIONS NON OCCUPANT,0.057279970822946585
97,1,INCENDIE RISQUES SIMPLE CENTRALISE,0.3703220283458547
97,2,SANTE ET PREVOYANCE,0.05682543658375208
97,3,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (TSB),0.023673793179734646
98,1,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (AMICALE CNFCPP),0.11516109213915852
98,2,SANTE ET PREVOYANCE,0.06224637068477874
98,3,ASSISTANCES EN VOYAGES MJSEP,0.033733413520884964
99,1,AUTOMOBILE AMICALE,0.4212898591910347
99,2,AUTOMOBILE LEASING,0.09453638580163426
99,3,POLICE A ALIMENTER(CORPS DE PLAISANCE),0.06415136287721132
100,1,RC CHASSEUR,0.7689808711685913
100,2,SANTE ET PREVOYANCE,0.0781603181669048
100,3,POLICE A ALIMENTER(CORPS DE PLAISANCE),0.0282510485139795
101,1,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (BH),0.5593171949935548
101,2,SANTE ET PREVOYANCE,0.11193290916784418
101,3,POLICE A ALIMENTER(CORPS DE CONSTRUCTION NAVAL),0.02732208035857838
102,1,TOUS RISQUES CHANTIER,0.43265493302032765
102,2,POLICE ABONNEMENT(CORPS DE PLAISANCE),0.11762815110009993
102,3,SANTE ET PREVOYANCE,0.03462290297632219
103,1,INCENDIE LOGEMENTS  BTE,0.36871368230327134
103,2,MULTIRISQUES HABITATIONS OCCUPANT (SALIM),0.21400239853687916
103,3,MULTIRISQUES INFORMATIQUES,0.07487354335844708
104,1,SANTE ET PREVOYANCE,0.41939699721727314
104,2,MULTIRISQUES INFORMATIQUES,0.15173422531256792
104,3,INCENDIE LOGEMENTS  BTE,0.01121982648223027
105,1,ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON (AS),0.5205809644065108
105,2,SANTE ET PREVOYANCE,0.28128971274144304
105,3,CARTES BANCAIRES,0.014099636643553699
106,1,MULTIRISQUE HOTELIER,0.42536764742202565
106,2,TOUS RISQUES CHANTIER,0.140135244937475
106,3,SANTE ET PREVOYANCE,0.03798243199006169
107,1,OMNICANAL AUTOMOBILE PACK1,0.48888928059115794
107,2,SANTE ET PREVOYANCE,0.09378318441853564
107,3,TOUS RISQUES MONTAGE,0.0779700226303204
108,1,MULTIRISQUES INFORMATIQUES,0.5684086801119206
108,2,AUTOMOBILE AMICALE,0.1408479096245838
108,3,SANTE ET PREVOYANCE,0.02028253395502037
109,1,DETOURNEMENT DES ESPECES MONNAEES ET VALEURS PAR LE PERSONNEL,0.6617728574266568
109,2,POLICE ABONNEMENT(CORPS DE PLAISANCE),0.08319016582301399
109,3,SANTE ET PREVOYANCE,0.017990858667608023
110,1,SANTE ET PREVOYANCE,0.4169701872960044
110,2,TOUS RISQUES MONTAGE,0.09358343519228365
110,3,MULTIRISQUES HABITATIONS  OCCUPANT AMICALE,0.034288981582166034
111,1,SANTE ET PREVOYANCE,0.22671918312478084
111,2,INCENDIE RISQUES AGRICOLES,0.1894919012482579
111,3,POLICE AU VOYAGE(CORPS DE PLAISANCE),0.0533033965190415
112,1,AUTOMOBILE AMICALE,0.41673142381263895
112,2,SANTE ET PREVOYANCE,0.3045489579493013
112,3,POLICE A ALIMENTER(CORPS DE PECHE),0.04442014931471347
113,1,SANTE ET PREVOYANCE,0.16795515606772168
113,2,TOUS RISQUES CHANTIER,0.12624191308225288
113,3,TEMPORAIRE DECES TAYSIR MICROFINANCE,0.07933510778391113
114,1,HORIZON (AMICALE TELEPERFORMANCE),0.6555481927746213
114,2,RESPONSABILITE DECENNALE,0.049895715449786604
114,3,SANTE ET PREVOYANCE,0.02676562785776767
115,1,SANTE ET PREVOYANCE,0.3831591951934323
115,2,AUTOMOBILE TUNISIE TELECOM,0.1365509096496427
115,3,ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON (AS),0.05048735074944252
116,1,RENTE EDUCATION,0.6189553836951188
116,2,TOUS RISQUES CHANTIER,0.04888687068067075
116,3,TRANSPORT CORPS AVIATION,0.03286893676803721
117,1,TOUS RISQUES CHANTIER,0.4365302035225182
117,2,SANTE ET PREVOYANCE,0.10643776546425936
117,3,OMNICANAL AUTOMOBILE PACK3,0.0937926968747696
118,1,ENGINS DE CHANTIERS,0.4507923305472803
118,2,POLICE AU VOYAGE(FACULTE TERRESTRE),0.15430169619073358
118,3,SANTE ET PREVOYANCE,0.033460068647966315
119,1,POLICE AU VOYAGE(CORPS DE PECHE),0.3010823999618167
119,2,SANTE ET PREVOYANCE,0.18489342138755455
119,3,TRANSPORT CORPS AVIATION,0.17945967965006013
120,1,R.C  ETABLISSEMENT ENSEIGNEMENT (PRIVE /PUBLIC),0.6218524401738391
120,2,POLICE A ALIMENTER(CORPS DE PLAISANCE),0.11045316715310562
120,3,MULTIRISQUES HABITATIONS  OCCUPANT AMICALE,0.021009956125408406
121,1,MULTIRISQUES INFORMATIQUES,0.3438610000629902
121,2,BRIS DE MACHINES,0.1824223631130955
121,3,SANTE ET PREVOYANCE,0.15253518294306617
122,1,SANTE ET PREVOYANCE,0.295785938573538
122,2,AUTOMOBILE ASSURANCE FRONTIERE TEMPORAIRE,0.12710309101019937
122,3,ASSISTANCES EN VOYAGES AMICALE,0.05101997189481707
123,1,R.C GARDERIE ET JARDIN D ENFANTS,0.7722109716758769
123,2,SANTE ET PREVOYANCE,0.020682952349520115
123,3,INCENDIE RISQUES SIMPLE,0.014065162520045577
124,1,TOUS RISQUES CHANTIER,0.6895101575586505
124,2,SANTE ET PREVOYANCE,0.026289261272626416
124,3,MULTIRISQUE HOTELIER,0.014807409919465131
125,1,ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON+ (AS),0.565456440893152
125,2,AUTOMOBILE,0.12530457669394776
125,3,POLICE ABONNEMENT(FACULTE MARITIME),0.09837973452429945
126,1,R.C EMBARCATION DE PLAISANCE,0.7889085310585483
126,2,SANTE ET PREVOYANCE,0.01936507778568923
126,3,POLICE ABONNEMENT(CORPS DE TOUT NAVIRES),0.003911645683722505
127,1,SANTE ET PREVOYANCE,0.3886945367398754
127,2,PACK DOMMAGE ET COLLISION,0.10296666640367289
127,3,CREDITS COMMERCIAUX B.H,0.016495093109565134
128,1,TOUS RISQUES CHANTIER,0.3880743771736173
128,2,SANTE ET PREVOYANCE,0.24233093752181228
128,3,VOL AVEC EFFRACTION DES MARCHANDISES DE TOUTE NATURE,0.01270621262259708
129,1,POLICE A ALIMENTER(FACULTE TERRESTRE),0.7387128000768977
129,2,ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON,0.02183246386649054
129,3,SANTE ET PREVOYANCE,0.017651769801973253
130,1,INCENDIE COMMERCIAL / LEASING,0.6193116152838087
130,2,SANTE ET PREVOYANCE,0.15140472130190355
130,3,POLICE AU VOYAGE(CORPS DE CONSTRUCTION NAVAL),0.01148801850976973
131,1,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT (BH),0.6440866363007379
131,2,POLICE A ALIMENTER(CORPS DE PECHE),0.07394835108034725
131,3,POLICE AU VOYAGE(FACULTE MARITIME),0.02123256278780705
132,1,POLICE A ALIMENTER(FACULTE TERRESTRE),0.234292374155705
132,2,ENGINS DE CHANTIERS,0.20332992502548322
132,3,POLICE AU VOYAGE(CORPS DE PLAISANCE),0.1671889413648498
133,1,PACK TOUS RISQUES SANS FRANCHISE,0.4134327082361117
133,2,SANTE ET PREVOYANCE,0.16511141360410642
133,3,POLICE ABONNEMENT(CORPS DE PECHE),0.10182281035454688
134,1,SANTE ET PREVOYANCE,0.3829447685059883
134,2,MULTIRISQUES HABITATIONS  OCCUPANT AMICALE,0.12263556501457351
134,3,INCENDIE AUTRES,0.024017326201126704
135,1,SANTE ET PREVOYANCE,0.24169668595619176
135,2,MULTIRISQUES HABITATIONS NON OCCUPANT AMICALE,0.17516557137515543
135,3,OMNICANAL AUTOMOBILE PACK2,0.08142060754434649
136,1,TEMPORAIRE DECES A CAPITAL DECROISSANT LINEAIREMENT,0.6172980994644172
136,2,SANTE ET PREVOYANCE,0.15064112015121894
136,3,MULTIRISQUES INFORMATIQUES,0.05349116431821404
137,1,SANTE ET PREVOYANCE,0.20340143131874858
137,2,TOUS RISQUES CHANTIER,0.09367138020953279
137,3,OMNICANAL AUTOMOBILE PACK PERSONALISE,0.07837373648648202
138,1,PACK BASIC,0.24755222342783703
138,2,ENGINS DE CHANTIERS,0.18968917989746636
138,3,POLICE ABONNEMENT(FACULTE AERIEN),0.1631274665919328
139,1,CREDIT STOCK,0.44438349277854583
139,2,SANTE ET PREVOYANCE,0.1974943228066513
139,3,MULTIRISQUES INFORMATIQUES,0.04416521089263643
140,1,SANTE ET PREVOYANCE,0.8716542407438536
140,2,DHAMEN SFDGUI,0.010904180103953089
140,3,CREDITS COMMERCIAUX B.H,0.003708693429183923
141,1,SANTE ET PREVOYANCE,0.32006178169943095
141,2,POLICE AU VOYAGE(CORPS DE PLAISANCE),0.2036817755466107
141,3,TOUS RISQUES CHANTIER,0.164583782419348
142,1,OMNICANAL AUTOMOBILE PACK2,0.5196755918278121
142,2,SANTE ET PREVOYANCE,0.10565561564347911
